flare_id,log,flash_index,dark_s
FLR-05899,LAMP,4,0.1172833
FLR-05899,LAMP,5,0.135525
FLR-05899,LAMP,6,0.1403667
FLR-05899,LAMP,7,0.20525
FLR-05899,LAMP,8,
FLR-05900,RIDGE,1,0.3595
FLR-05900,RIDGE,2,0.3352
FLR-05900,RIDGE,3,0.3464
FLR-05900,RIDGE,4,0.3422
FLR-05900,RIDGE,5,0.3418
FLR-05900,RIDGE,6,
FLR-05901,RIDGE,1,0.0994833
FLR-05901,RIDGE,2,0.0878167
FLR-05901,RIDGE,3,0.07715
FLR-05901,RIDGE,4,0.0652583
FLR-05901,RIDGE,5,
FLR-05902,RIDGE,1,0.42
FLR-05902,RIDGE,2,0.3875
FLR-05902,RIDGE,3,0.1971
FLR-05902,RIDGE,4,0.1822
FLR-05902,RIDGE,5,
FLR-05903,RIDGE,1,0.0935834
FLR-05903,RIDGE,2,0.0987916
FLR-05903,RIDGE,3,0.0697584
FLR-05903,RIDGE,4,0.073725
FLR-05903,RIDGE,5,
FLR-05904,RIDGE,1,0.191
FLR-05904,RIDGE,2,0.292
FLR-05904,RIDGE,3,0.182
FLR-05904,RIDGE,4,0.154
FLR-05904,RIDGE,5,
FLR-05905,RIDGE,1,0.2528
FLR-05905,RIDGE,2,0.2681
FLR-05905,RIDGE,3,0.1668
FLR-05905,RIDGE,4,0.1367
FLR-05905,RIDGE,5,
FLR-05906,RIDGE,1,0.0659019
FLR-05906,RIDGE,2,0.0968512
FLR-05906,RIDGE,3,0.0822238
FLR-05906,RIDGE,4,0.0842516
FLR-05906,RIDGE,5,
FLR-05907,RIDGE,1,0.4408417
FLR-05907,RIDGE,2,0.4265417
FLR-05907,RIDGE,3,0.2218083
FLR-05907,RIDGE,4,0.2097
FLR-05907,RIDGE,5,
FLR-05908,RIDGE,1,0.4079557
FLR-05908,RIDGE,2,0.379484
FLR-05908,RIDGE,3,0.1653575
FLR-05908,RIDGE,4,0.1568183
FLR-05908,RIDGE,5,
FLR-05909,RIDGE,1,0.38
FLR-05909,RIDGE,2,0.341
FLR-05909,RIDGE,3,0.209
FLR-05909,RIDGE,4,0.176
FLR-05909,RIDGE,5,
FLR-05910,RIDGE,1,0.054
FLR-05910,RIDGE,2,0.06
FLR-05910,RIDGE,3,0.053
FLR-05910,RIDGE,4,0.058
FLR-05910,RIDGE,5,0.051
FLR-05910,RIDGE,6,0.044
FLR-05910,RIDGE,7,0.048
FLR-05910,RIDGE,8,
FLR-05911,RIDGE,1,0.4322167
FLR-05911,RIDGE,2,0.4216333
FLR-05911,RIDGE,3,0.2025917
FLR-05911,RIDGE,4,0.1996083
FLR-05911,RIDGE,5,
FLR-05912,RIDGE,1,0.0351416
FLR-05912,RIDGE,2,0.0370584
FLR-05912,RIDGE,3,0.0400021
FLR-05912,RIDGE,4,0.0457062
FLR-05912,RIDGE,5,0.0425583
FLR-05912,RIDGE,6,0.0487584
FLR-05912,RIDGE,7,0.0639416
FLR-05912,RIDGE,8,0.1057251
FLR-05912,RIDGE,9,
FLR-05913,LAMP,1,0.512425
FLR-05913,LAMP,2,0.5077833
FLR-05913,LAMP,3,0.229325
FLR-05913,LAMP,4,0.2258833
FLR-05913,LAMP,5,
FLR-05914,RIDGE,1,0.3965525
FLR-05914,RIDGE,2,0.3623902
FLR-05914,RIDGE,3,0.2100495
FLR-05914,RIDGE,4,0.1584746
FLR-05914,RIDGE,5,
FLR-05915,LAMP,1,0.0379083
FLR-05915,LAMP,2,0.040025
FLR-05915,LAMP,3,0.0518667
FLR-05915,LAMP,4,0.048375
FLR-05915,LAMP,5,0.0508
FLR-05915,LAMP,6,0.044875
FLR-05915,LAMP,7,0.0430167
FLR-05915,LAMP,8,0.0388583
FLR-05915,LAMP,9,0.044625
FLR-05915,LAMP,10,0.04295
FLR-05915,LAMP,11,0.044625
FLR-05915,LAMP,12,0.04575
FLR-05915,LAMP,13,0.0496833
FLR-05915,LAMP,14,0.0585334
FLR-05915,LAMP,15,0.0762666
FLR-05915,LAMP,16,0.099125
FLR-05915,LAMP,17,0.114525
FLR-05915,LAMP,18,0.1539334
FLR-05915,LAMP,19,
FLR-05916,RIDGE,1,0.0463
FLR-05916,RIDGE,2,0.0542
FLR-05916,RIDGE,3,0.0825
FLR-05916,RIDGE,4,
FLR-05917,RIDGE,1,0.3183002
FLR-05917,RIDGE,2,0.3206663
FLR-05917,RIDGE,3,0.1830732
FLR-05917,RIDGE,4,0.1577076
FLR-05917,RIDGE,5,
FLR-05918,LAMP,1,0.3612481
FLR-05918,LAMP,2,0.3653111
FLR-05918,LAMP,3,0.1888931
FLR-05918,LAMP,4,0.1673192
FLR-05918,LAMP,5,
FLR-05919,RIDGE,1,0.104077
FLR-05919,RIDGE,2,0.0912388
FLR-05919,RIDGE,3,0.073957
FLR-05919,RIDGE,4,0.0667978
FLR-05919,RIDGE,5,
FLR-05920,LAMP,1,0.0848333
FLR-05920,LAMP,2,0.0972167
FLR-05920,LAMP,3,0.0767
FLR-05920,LAMP,4,0.0703083
FLR-05920,LAMP,5,
FLR-05921,RIDGE,1,0.0858
FLR-05921,RIDGE,2,0.0995
FLR-05921,RIDGE,3,0.0773083
FLR-05921,RIDGE,4,0.0691917
FLR-05921,RIDGE,5,
FLR-05922,RIDGE,1,0.243
FLR-05922,RIDGE,2,0.084
FLR-05922,RIDGE,3,0.069
FLR-05922,RIDGE,4,
FLR-05923,RIDGE,1,0.3225883
FLR-05923,RIDGE,2,0.2990707
FLR-05923,RIDGE,3,0.3021975
FLR-05923,RIDGE,4,
FLR-05924,RIDGE,1,0.094016
FLR-05924,RIDGE,2,0.095256
FLR-05924,RIDGE,3,0.073776
FLR-05924,RIDGE,4,0.067432
FLR-05924,RIDGE,5,
FLR-05925,RIDGE,1,0.4059994
FLR-05925,RIDGE,2,0.3947833
FLR-05925,RIDGE,3,0.2007
FLR-05925,RIDGE,4,0.1861084
FLR-05925,RIDGE,5,
FLR-05926,RIDGE,1,0.253
FLR-05926,RIDGE,2,0.085
FLR-05926,RIDGE,3,0.076
FLR-05926,RIDGE,4,
FLR-05927,LAMP,1,0.0928236
FLR-05927,LAMP,2,0.0850015
FLR-05927,LAMP,3,0.0681064
FLR-05927,LAMP,4,0.0605513
FLR-05927,LAMP,5,
FLR-05928,LAMP,1,0.1766914
FLR-05928,LAMP,2,0.1029286
FLR-05928,LAMP,3,
FLR-05929,RIDGE,1,0.272
FLR-05929,RIDGE,2,0.238
FLR-05929,RIDGE,3,0.147
FLR-05929,RIDGE,4,0.141
FLR-05929,RIDGE,5,
FLR-05930,LAMP,1,0.2512835
FLR-05930,LAMP,2,0.2682293
FLR-05930,LAMP,3,0.1613882
FLR-05930,LAMP,4,0.1368267
FLR-05930,LAMP,5,
FLR-05931,RIDGE,1,0.2724
FLR-05931,RIDGE,2,0.1821
FLR-05931,RIDGE,3,0.117
FLR-05931,RIDGE,4,
FLR-05932,LAMP,1,0.0397667
FLR-05932,LAMP,2,0.0418
FLR-05932,LAMP,3,0.0474416
FLR-05932,LAMP,4,0.0459584
FLR-05932,LAMP,5,0.043275
FLR-05932,LAMP,6,0.0426416
FLR-05932,LAMP,7,0.04235
FLR-05932,LAMP,8,0.0430667
FLR-05932,LAMP,9,0.0426833
FLR-05932,LAMP,10,0.0435834
FLR-05932,LAMP,11,0.0437083
FLR-05932,LAMP,12,0.0445083
FLR-05932,LAMP,13,0.04505
FLR-05932,LAMP,14,0.04695
FLR-05932,LAMP,15,0.05065
FLR-05932,LAMP,16,0.06355
FLR-05932,LAMP,17,0.0812334
FLR-05932,LAMP,18,0.1026483
FLR-05932,LAMP,19,0.18601
FLR-05932,LAMP,20,
FLR-05933,LAMP,1,0.272651
FLR-05933,LAMP,2,0.2195032
FLR-05933,LAMP,3,0.1717823
FLR-05933,LAMP,4,0.1498813
FLR-05933,LAMP,5,
FLR-05934,LAMP,1,0.4414416
FLR-05934,LAMP,2,0.4173334
FLR-05934,LAMP,3,0.1677666
FLR-05934,LAMP,4,0.178025
FLR-05934,LAMP,5,
FLR-05935,RIDGE,1,0.078375
FLR-05935,RIDGE,2,0.0841916
FLR-05935,RIDGE,3,0.0781084
FLR-05935,RIDGE,4,0.075725
FLR-05935,RIDGE,5,
FLR-05936,RIDGE,1,0.2290667
FLR-05936,RIDGE,2,0.240675
FLR-05936,RIDGE,3,0.1452333
FLR-05936,RIDGE,4,0.1342334
FLR-05936,RIDGE,5,
FLR-05937,RIDGE,1,0.4843475
FLR-05937,RIDGE,2,0.4517113
FLR-05937,RIDGE,3,0.1961812
FLR-05937,RIDGE,4,0.203304
FLR-05937,RIDGE,5,
FLR-05938,RIDGE,1,0.0925083
FLR-05938,RIDGE,2,0.0867334
FLR-05938,RIDGE,3,0.0714
FLR-05938,RIDGE,4,0.063775
FLR-05938,RIDGE,5,
FLR-05939,RIDGE,1,0.3340878
FLR-05939,RIDGE,2,0.2989134
FLR-05939,RIDGE,3,0.2945258
FLR-05939,RIDGE,4,
FLR-05940,RIDGE,1,0.3714
FLR-05940,RIDGE,2,0.3361
FLR-05940,RIDGE,3,0.131
FLR-05940,RIDGE,4,0.1429
FLR-05940,RIDGE,5,
FLR-05941,RIDGE,1,0.2141
FLR-05941,RIDGE,2,0.1952
FLR-05941,RIDGE,3,0.1608
FLR-05941,RIDGE,4,0.2396
FLR-05941,RIDGE,5,
FLR-05942,RIDGE,1,0.097
FLR-05942,RIDGE,2,0.102
FLR-05942,RIDGE,3,0.074
FLR-05942,RIDGE,4,0.064
FLR-05942,RIDGE,5,
FLR-05943,RIDGE,1,0.1063333
FLR-05943,RIDGE,2,0.095925
FLR-05943,RIDGE,3,0.0758583
FLR-05943,RIDGE,4,0.0632417
FLR-05943,RIDGE,5,
FLR-05944,RIDGE,1,0.4313
FLR-05944,RIDGE,2,0.3092
FLR-05944,RIDGE,3,0.1965
FLR-05944,RIDGE,4,0.1322
FLR-05944,RIDGE,5,
FLR-05945,RIDGE,1,0.2793
FLR-05945,RIDGE,2,0.279
FLR-05945,RIDGE,3,0.1705
FLR-05945,RIDGE,4,0.1588
FLR-05945,RIDGE,5,
FLR-05946,RIDGE,1,0.4699
FLR-05946,RIDGE,2,0.4112
FLR-05946,RIDGE,3,0.1911
FLR-05946,RIDGE,4,0.2101
FLR-05946,RIDGE,5,
FLR-05947,RIDGE,1,0.438
FLR-05947,RIDGE,2,0.418
FLR-05947,RIDGE,3,0.233
FLR-05947,RIDGE,4,0.21
FLR-05947,RIDGE,5,
FLR-05948,RIDGE,1,0.4768
FLR-05948,RIDGE,2,0.4508
FLR-05948,RIDGE,3,0.2124
FLR-05948,RIDGE,4,0.2389
FLR-05948,RIDGE,5,
FLR-05949,LAMP,1,0.2809517
FLR-05949,LAMP,2,0.2684344
FLR-05949,LAMP,3,0.2771498
FLR-05949,LAMP,4,
FLR-05950,RIDGE,1,0.1548
FLR-05950,RIDGE,2,0.1304
FLR-05950,RIDGE,3,0.1288
FLR-05950,RIDGE,4,0.1429
FLR-05950,RIDGE,5,0.1659
FLR-05950,RIDGE,6,
FLR-05951,RIDGE,1,0.2352
FLR-05951,RIDGE,2,0.1521
FLR-05951,RIDGE,3,0.1087
FLR-05951,RIDGE,4,
FLR-05952,RIDGE,1,0.421
FLR-05952,RIDGE,2,0.364
FLR-05952,RIDGE,3,0.16
FLR-05952,RIDGE,4,0.199
FLR-05952,RIDGE,5,
FLR-05953,LAMP,1,0.5035083
FLR-05953,LAMP,2,0.4777167
FLR-05953,LAMP,3,0.2032833
FLR-05953,LAMP,4,0.2092167
FLR-05953,LAMP,5,
FLR-05954,RIDGE,1,0.3134
FLR-05954,RIDGE,2,0.3183
FLR-05954,RIDGE,3,0.3203
FLR-05954,RIDGE,4,0.3284
FLR-05954,RIDGE,5,
FLR-05955,RIDGE,1,0.4041891
FLR-05955,RIDGE,2,0.393037
FLR-05955,RIDGE,3,0.2256932
FLR-05955,RIDGE,4,0.1891036
FLR-05955,RIDGE,5,
FLR-05956,RIDGE,1,0.3663
FLR-05956,RIDGE,2,0.3584
FLR-05956,RIDGE,3,0.1867
FLR-05956,RIDGE,4,0.1588
FLR-05956,RIDGE,5,
FLR-05957,RIDGE,1,0.3042
FLR-05957,RIDGE,2,0.2985
FLR-05957,RIDGE,3,0.3053
FLR-05957,RIDGE,4,0.3007
FLR-05957,RIDGE,5,0.3177
FLR-05957,RIDGE,6,
FLR-05958,RIDGE,1,0.0746
FLR-05958,RIDGE,2,0.0634
FLR-05958,RIDGE,3,0.0636
FLR-05958,RIDGE,4,0.0629
FLR-05958,RIDGE,5,0.0758
FLR-05958,RIDGE,6,
FLR-05959,RIDGE,1,0.286
FLR-05959,RIDGE,2,0.274
FLR-05959,RIDGE,3,0.186
FLR-05959,RIDGE,4,0.14
FLR-05959,RIDGE,5,
FLR-05960,RIDGE,1,0.4071
FLR-05960,RIDGE,2,0.3746
FLR-05960,RIDGE,3,0.1673
FLR-05960,RIDGE,4,0.1649
FLR-05960,RIDGE,5,
FLR-05961,RIDGE,1,0.3961
FLR-05961,RIDGE,2,0.3898
FLR-05961,RIDGE,3,0.1739
FLR-05961,RIDGE,4,0.1739
FLR-05961,RIDGE,5,
FLR-05962,LAMP,1,0.4415935
FLR-05962,LAMP,2,0.4573833
FLR-05962,LAMP,3,0.2241742
FLR-05962,LAMP,4,0.2097269
FLR-05962,LAMP,5,
FLR-05963,RIDGE,1,0.2388
FLR-05963,RIDGE,2,0.2214
FLR-05963,RIDGE,3,0.1593
FLR-05963,RIDGE,4,0.141
FLR-05963,RIDGE,5,
FLR-05964,RIDGE,1,0.2681
FLR-05964,RIDGE,2,0.2445
FLR-05964,RIDGE,3,0.1423
FLR-05964,RIDGE,4,0.1528
FLR-05964,RIDGE,5,
FLR-05965,LAMP,1,0.4291923
FLR-05965,LAMP,2,0.3819021
FLR-05965,LAMP,3,0.1510591
FLR-05965,LAMP,4,0.1662677
FLR-05965,LAMP,5,
FLR-05966,RIDGE,1,0.438408
FLR-05966,RIDGE,2,0.437625
FLR-05966,RIDGE,3,0.209717
FLR-05966,RIDGE,4,0.199808
FLR-05966,RIDGE,5,
FLR-05967,RIDGE,1,0.086
FLR-05967,RIDGE,2,0.113
FLR-05967,RIDGE,3,0.074
FLR-05967,RIDGE,4,0.069
FLR-05967,RIDGE,5,0.113
FLR-05967,RIDGE,6,
FLR-05968,RIDGE,1,0.0805917
FLR-05968,RIDGE,2,0.0911416
FLR-05968,RIDGE,3,0.07715
FLR-05968,RIDGE,4,0.0734167
FLR-05968,RIDGE,5,
FLR-05969,RIDGE,1,0.2870167
FLR-05969,RIDGE,2,0.2628916
FLR-05969,RIDGE,3,0.1306417
FLR-05969,RIDGE,4,0.1271917
FLR-05969,RIDGE,5,
FLR-05970,RIDGE,1,0.284
FLR-05970,RIDGE,2,0.229
FLR-05970,RIDGE,3,0.268
FLR-05970,RIDGE,4,0.2
FLR-05970,RIDGE,5,
FLR-05971,RIDGE,1,0.112
FLR-05971,RIDGE,2,0.098
FLR-05971,RIDGE,3,0.08
FLR-05971,RIDGE,4,0.075
FLR-05971,RIDGE,5,
FLR-05972,RIDGE,1,0.107
FLR-05972,RIDGE,2,0.093
FLR-05972,RIDGE,3,0.068
FLR-05972,RIDGE,4,0.073
FLR-05972,RIDGE,5,
FLR-05973,RIDGE,1,0.3780083
FLR-05973,RIDGE,2,0.3599583
FLR-05973,RIDGE,3,0.1813667
FLR-05973,RIDGE,4,0.1555167
FLR-05973,RIDGE,5,
FLR-05974,LAMP,1,0.0870003
FLR-05974,LAMP,2,0.0841091
FLR-05974,LAMP,3,0.0676068
FLR-05974,LAMP,4,0.0628621
FLR-05974,LAMP,5,
FLR-05975,RIDGE,1,0.0304
FLR-05975,RIDGE,2,0.0363
FLR-05975,RIDGE,3,0.0425
FLR-05975,RIDGE,4,0.0465
FLR-05975,RIDGE,5,0.0605
FLR-05975,RIDGE,6,
FLR-05976,RIDGE,1,0.2713974
FLR-05976,RIDGE,2,0.3266262
FLR-05976,RIDGE,3,0.2020464
FLR-05976,RIDGE,4,0.141361
FLR-05976,RIDGE,5,
FLR-05977,RIDGE,1,0.3397
FLR-05977,RIDGE,2,0.3432
FLR-05977,RIDGE,3,0.3553
FLR-05977,RIDGE,4,0.3477
FLR-05977,RIDGE,5,
FLR-05978,RIDGE,1,0.118
FLR-05978,RIDGE,2,0.082
FLR-05978,RIDGE,3,0.072
FLR-05978,RIDGE,4,0.091
FLR-05978,RIDGE,5,
FLR-05979,RIDGE,1,0.43455
FLR-05979,RIDGE,2,0.43225
FLR-05979,RIDGE,3,0.2201917
FLR-05979,RIDGE,4,0.19885
FLR-05979,RIDGE,5,
FLR-05980,RIDGE,1,0.381463
FLR-05980,RIDGE,2,0.4047854
FLR-05980,RIDGE,3,0.1819367
FLR-05980,RIDGE,4,0.1866789
FLR-05980,RIDGE,5,
FLR-05981,RIDGE,1,0.0785
FLR-05981,RIDGE,2,0.096
FLR-05981,RIDGE,3,0.0783
FLR-05981,RIDGE,4,0.0736
FLR-05981,RIDGE,5,
FLR-05982,RIDGE,1,0.3213012
FLR-05982,RIDGE,2,0.3016214
FLR-05982,RIDGE,3,0.3031725
FLR-05982,RIDGE,4,0.0411179
FLR-05982,RIDGE,5,
FLR-05983,RIDGE,1,0.3640167
FLR-05983,RIDGE,2,0.2719583
FLR-05983,RIDGE,3,0.14385
FLR-05983,RIDGE,4,0.123639
FLR-05983,RIDGE,5,
FLR-05984,RIDGE,1,0.347
FLR-05984,RIDGE,2,0.188
FLR-05984,RIDGE,3,0.244
FLR-05984,RIDGE,4,
FLR-05985,RIDGE,1,0.3295915
FLR-05985,RIDGE,2,0.3253686
FLR-05985,RIDGE,3,0.3352915
FLR-05985,RIDGE,4,0.3336165
FLR-05985,RIDGE,5,
FLR-05986,RIDGE,1,0.022
FLR-05986,RIDGE,2,0.03
FLR-05986,RIDGE,3,0.035
FLR-05986,RIDGE,4,0.037
FLR-05986,RIDGE,5,0.04
FLR-05986,RIDGE,6,0.038
FLR-05986,RIDGE,7,0.053
FLR-05986,RIDGE,8,0.043
FLR-05986,RIDGE,9,
FLR-05987,RIDGE,1,0.3504112
FLR-05987,RIDGE,2,0.3369651
FLR-05987,RIDGE,3,0.1693961
FLR-05987,RIDGE,4,0.1616386
FLR-05987,RIDGE,5,
FLR-05988,RIDGE,1,0.2887
FLR-05988,RIDGE,2,0.2894
FLR-05988,RIDGE,3,0.2694
FLR-05988,RIDGE,4,0.2861
FLR-05988,RIDGE,5,
FLR-05989,RIDGE,1,0.1191
FLR-05989,RIDGE,2,0.1382
FLR-05989,RIDGE,3,0.1286
FLR-05989,RIDGE,4,0.1318
FLR-05989,RIDGE,5,
FLR-05990,RIDGE,1,0.0962916
FLR-05990,RIDGE,2,0.084
FLR-05990,RIDGE,3,0.0707167
FLR-05990,RIDGE,4,0.0676667
FLR-05990,RIDGE,5,
FLR-05991,RIDGE,1,0.4303842
FLR-05991,RIDGE,2,0.4131096
FLR-05991,RIDGE,3,0.1927864
FLR-05991,RIDGE,4,0.1713368
FLR-05991,RIDGE,5,
FLR-05992,LAMP,1,0.5054416
FLR-05992,LAMP,2,0.50065
FLR-05992,LAMP,3,0.24125
FLR-05992,LAMP,4,0.2978167
FLR-05992,LAMP,5,
FLR-05993,RIDGE,1,0.25
FLR-05993,RIDGE,2,0.261
FLR-05993,RIDGE,3,0.19
FLR-05993,RIDGE,4,0.125
FLR-05993,RIDGE,5,
FLR-05994,LAMP,1,0.4514621
FLR-05994,LAMP,2,0.4169038
FLR-05994,LAMP,3,0.3986211
FLR-05994,LAMP,4,
FLR-05995,RIDGE,1,0.2493
FLR-05995,RIDGE,2,0.2631
FLR-05995,RIDGE,3,0.1314
FLR-05995,RIDGE,4,0.1362
FLR-05995,RIDGE,5,
FLR-05996,RIDGE,1,0.099
FLR-05996,RIDGE,2,0.098
FLR-05996,RIDGE,3,0.08
FLR-05996,RIDGE,4,0.076
FLR-05996,RIDGE,5,
FLR-05997,RIDGE,1,0.35
FLR-05997,RIDGE,2,0.333
FLR-05997,RIDGE,3,0.176
FLR-05997,RIDGE,4,0.179
FLR-05997,RIDGE,5,
FLR-05998,RIDGE,1,0.3466
FLR-05998,RIDGE,2,0.225
FLR-05998,RIDGE,3,0.1557
FLR-05998,RIDGE,4,0.1362
FLR-05998,RIDGE,5,0.1037
FLR-05998,RIDGE,6,0.0901
FLR-05998,RIDGE,7,
FLR-05999,RIDGE,1,0.1839655
FLR-05999,RIDGE,2,0.131572
FLR-05999,RIDGE,3,
FLR-06000,LAMP,1,0.1037265
FLR-06000,LAMP,2,0.0959998
FLR-06000,LAMP,3,0.0720621
FLR-06000,LAMP,4,0.0580541
FLR-06000,LAMP,5,
FLR-06001,RIDGE,1,0.5524833
FLR-06001,RIDGE,2,0.521075
FLR-06001,RIDGE,3,0.34025
FLR-06001,RIDGE,4,0.2747834
FLR-06001,RIDGE,5,
FLR-06002,LAMP,1,0.4207833
FLR-06002,LAMP,2,0.394075
FLR-06002,LAMP,3,0.1573083
FLR-06002,LAMP,4,0.1677917
FLR-06002,LAMP,5,
FLR-06003,LAMP,1,0.3750906
FLR-06003,LAMP,2,0.3513112
FLR-06003,LAMP,3,0.3535398
FLR-06003,LAMP,4,
FLR-06004,RIDGE,1,0.216952
FLR-06004,RIDGE,2,0.235704
FLR-06004,RIDGE,3,0.153344
FLR-06004,RIDGE,4,0.132152
FLR-06004,RIDGE,5,
FLR-06005,RIDGE,1,0.2559
FLR-06005,RIDGE,2,0.2544
FLR-06005,RIDGE,3,0.2442
FLR-06005,RIDGE,4,0.2631
FLR-06005,RIDGE,5,
FLR-06006,RIDGE,1,0.3097
FLR-06006,RIDGE,2,0.3014
FLR-06006,RIDGE,3,0.1694
FLR-06006,RIDGE,4,0.1505
FLR-06006,RIDGE,5,
FLR-06007,RIDGE,1,0.3389706
FLR-06007,RIDGE,2,0.3142638
FLR-06007,RIDGE,3,0.177093
FLR-06007,RIDGE,4,0.1477083
FLR-06007,RIDGE,5,
FLR-06008,LAMP,1,0.214824
FLR-06008,LAMP,2,0.1923647
FLR-06008,LAMP,3,0.1419688
FLR-06008,LAMP,4,0.143098
FLR-06008,LAMP,5,
FLR-06009,LAMP,1,0.4039047
FLR-06009,LAMP,2,0.3961419
FLR-06009,LAMP,3,0.2070334
FLR-06009,LAMP,4,0.1872062
FLR-06009,LAMP,5,
FLR-06010,RIDGE,1,0.2608
FLR-06010,RIDGE,2,0.2705
FLR-06010,RIDGE,3,0.2726
FLR-06010,RIDGE,4,0.2788
FLR-06010,RIDGE,5,
FLR-06011,RIDGE,1,0.2335917
FLR-06011,RIDGE,2,0.2404417
FLR-06011,RIDGE,3,0.1713166
FLR-06011,RIDGE,4,0.1363
FLR-06011,RIDGE,5,
FLR-06012,LAMP,1,0.393475
FLR-06012,LAMP,2,0.370025
FLR-06012,LAMP,3,0.1853834
FLR-06012,LAMP,4,0.147275
FLR-06012,LAMP,5,
FLR-06013,RIDGE,1,0.1067666
FLR-06013,RIDGE,2,0.0898417
FLR-06013,RIDGE,3,0.0730417
FLR-06013,RIDGE,4,0.0700833
FLR-06013,RIDGE,5,
FLR-06014,RIDGE,1,0.103
FLR-06014,RIDGE,2,0.094
FLR-06014,RIDGE,3,0.071
FLR-06014,RIDGE,4,0.07
FLR-06014,RIDGE,5,
FLR-06015,RIDGE,1,0.069
FLR-06015,RIDGE,2,0.088
FLR-06015,RIDGE,3,0.071
FLR-06015,RIDGE,4,0.072
FLR-06015,RIDGE,5,
FLR-06016,RIDGE,1,0.13
FLR-06016,RIDGE,2,0.18
FLR-06016,RIDGE,3,0.206
FLR-06016,RIDGE,4,0.209
FLR-06016,RIDGE,5,
FLR-06017,RIDGE,1,0.4423167
FLR-06017,RIDGE,2,0.4234916
FLR-06017,RIDGE,3,0.1979834
FLR-06017,RIDGE,4,0.2101
FLR-06017,RIDGE,5,
FLR-06018,RIDGE,1,0.4118083
FLR-06018,RIDGE,2,0.4106334
FLR-06018,RIDGE,3,0.1949333
FLR-06018,RIDGE,4,0.1976667
FLR-06018,RIDGE,5,
FLR-06019,RIDGE,1,0.284
FLR-06019,RIDGE,2,0.302
FLR-06019,RIDGE,3,0.177
FLR-06019,RIDGE,4,0.163
FLR-06019,RIDGE,5,
FLR-06020,RIDGE,1,0.3716
FLR-06020,RIDGE,2,0.3427
FLR-06020,RIDGE,3,0.1866
FLR-06020,RIDGE,4,0.1282
FLR-06020,RIDGE,5,
FLR-06021,LAMP,1,0.0383122
FLR-06021,LAMP,2,0.0388056
FLR-06021,LAMP,3,0.0000031
FLR-06021,LAMP,4,0.0442487
FLR-06021,LAMP,5,0.0644587
FLR-06021,LAMP,6,0.041874
FLR-06021,LAMP,7,0.0442938
FLR-06021,LAMP,8,0.046839
FLR-06021,LAMP,9,0.0000035
FLR-06021,LAMP,10,0.0000031
FLR-06021,LAMP,11,0.0422734
FLR-06021,LAMP,12,0.0417787
FLR-06021,LAMP,13,0.0000053
FLR-06021,LAMP,14,0.0000013
FLR-06021,LAMP,15,0.0406795
FLR-06021,LAMP,16,0.0410812
FLR-06021,LAMP,17,0.0413533
FLR-06021,LAMP,18,0.0434493
FLR-06021,LAMP,19,0.0550616
FLR-06021,LAMP,20,0.0849855
FLR-06021,LAMP,21,0.1159736
FLR-06021,LAMP,22,0.157549
FLR-06021,LAMP,23,0.2177696
FLR-06021,LAMP,24,
FLR-06022,RIDGE,1,0.0918584
FLR-06022,RIDGE,2,0.0946916
FLR-06022,RIDGE,3,0.0731334
FLR-06022,RIDGE,4,0.070375
FLR-06022,RIDGE,5,
FLR-06023,RIDGE,1,0.4577603
FLR-06023,RIDGE,2,0.4410282
FLR-06023,RIDGE,3,0.187805
FLR-06023,RIDGE,4,0.2000016
FLR-06023,RIDGE,5,
FLR-06024,LAMP,1,0.3196354
FLR-06024,LAMP,2,0.353585
FLR-06024,LAMP,3,0.1556333
FLR-06024,LAMP,4,0.1649195
FLR-06024,LAMP,5,
FLR-06025,LAMP,1,0.4314821
FLR-06025,LAMP,2,0.3989583
FLR-06025,LAMP,3,0.1588334
FLR-06025,LAMP,4,0.1825583
FLR-06025,LAMP,5,
FLR-06026,RIDGE,1,0.122025
FLR-06026,RIDGE,2,0.1257833
FLR-06026,RIDGE,3,0.1260167
FLR-06026,RIDGE,4,0.1467416
FLR-06026,RIDGE,5,
FLR-06027,RIDGE,1,0.407125
FLR-06027,RIDGE,2,0.37495
FLR-06027,RIDGE,3,0.1550917
FLR-06027,RIDGE,4,0.1551166
FLR-06027,RIDGE,5,
FLR-06028,RIDGE,1,0.4496834
FLR-06028,RIDGE,2,0.42325
FLR-06028,RIDGE,3,0.3906583
FLR-06028,RIDGE,4,
FLR-06029,RIDGE,1,0.029
FLR-06029,RIDGE,2,0.044
FLR-06029,RIDGE,3,0.062
FLR-06029,RIDGE,4,0.083
FLR-06029,RIDGE,5,
FLR-06030,LAMP,1,0.0810063
FLR-06030,LAMP,2,0.0986425
FLR-06030,LAMP,3,0.0736204
FLR-06030,LAMP,4,0.0657377
FLR-06030,LAMP,5,
FLR-06031,RIDGE,1,0.0716
FLR-06031,RIDGE,2,0.1027
FLR-06031,RIDGE,3,0.1039
FLR-06031,RIDGE,4,0.0909
FLR-06031,RIDGE,5,
FLR-06032,RIDGE,1,0.2767155
FLR-06032,RIDGE,2,0.3026658
FLR-06032,RIDGE,3,0.2952904
FLR-06032,RIDGE,4,
FLR-06033,RIDGE,1,0.097
FLR-06033,RIDGE,2,0.071
FLR-06033,RIDGE,3,0.076
FLR-06033,RIDGE,4,0.082
FLR-06033,RIDGE,5,
FLR-06034,RIDGE,1,0.4672417
FLR-06034,RIDGE,2,0.4593
FLR-06034,RIDGE,3,0.2048
